pvfs_torus_3d.conf,50000,50000,1,16,31536000000000000.00,16,0,0,17,18,16,0.01,1000000000.00,pvfs_torus_3d.conf,50000,50000,1,16,31536000000000000.00,16,0,0,17,18,16,0.01,1000000000.00,pvfs_torus_3d.conf,50000,50000,1,16,31536000000000000.00,16,0,0,17,18,16,0.01,1000000000.00,1,1,16,62592,31536000000000000.00
model defined,16023553,50000,16073552,5966.3806,408450113,0,0,2,100.00,0,0.00,0,0.00,0,0,0,0,0,408450113,68458.61,0,16073553,6553242,485,592,104,88,56,80,224,120,416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
